x : 7.125660  y : -0.239924  deg : 164.405420
x : 7.999019  y : 0.005548  deg : 19.024419
x : 7.999029  y : 0.005641  deg : 18.514761
x : 7.999010  y : 0.005458  deg : 19.533438
x : 7.999131  y : 0.005038  deg : 18.540147
x : 7.998962  y : 0.005728  deg : 19.522630
x : 7.975040  y : 0.028647  deg : -0.935191
x : 7.999418  y : 0.004122  deg : 15.041749
x : 7.999303  y : 0.004507  deg : 16.541356
x : 7.999043  y : 0.005884  deg : 17.491357
x : 7.999128  y : 0.005196  deg : 18.027913
x : 7.999329  y : 0.004614  deg : 15.523584
x : 7.999030  y : 0.005487  deg : 19.026926
x : 7.999193  y : 0.005240  deg : 16.507017
x : 7.999033  y : 0.005616  deg : 18.515829
x : 7.999993  y : 0.000207  deg : 2.791981
x : 7.999972  y : 0.001368  deg : 0.421654
x : 7.975471  y : 0.028900  deg : -0.927538
x : 7.999947  y : 0.000001  deg : -1.249992
x : 7.999173  y : 0.004662  deg : 19.060732
x : 7.975105  y : 0.028084  deg : -0.944439
x : 7.999984  y : 0.000486  deg : 2.360583
x : 7.999091  y : 0.004874  deg : 20.061323
x : 7.973618  y : 0.026823  deg : -0.974078
x : 7.999995  y : 0.000119  deg : 3.271560
x : 7.999987  y : 0.000361  deg : 2.822840
x : 7.998971  y : 0.005675  deg : 19.524731
x : 7.974133  y : 0.028422  deg : -0.945214
x : 7.999998  y : 0.000058  deg : 3.489401
x : 7.999036  y : 0.005454  deg : 19.028265
x : 7.975234  y : 0.029431  deg : -0.669907
x : 7.999011  y : 0.005595  deg : 19.022450
x : 7.998869  y : 0.005801  deg : 21.035185
x : 7.999256  y : 0.004818  deg : 16.526794
x : 7.972965  y : 0.027480  deg : -0.967303
x : 7.999976  y : 0.001003  deg : 1.100262
x : 7.974004  y : 0.028075  deg : -0.951791
x : 7.974255  y : 0.028047  deg : -0.950678
x : 7.973764  y : 0.027848  deg : -0.706957
x : 7.999037  y : 0.005596  deg : 18.516667
x : 7.974088  y : 0.028967  deg : -0.936349
x : 7.999976  y : 0.000904  deg : 1.518044
x : 7.999010  y : 0.005600  deg : 19.022278
x : 7.999969  y : 0.001541  deg : 0.152324
x : 7.999989  y : 0.000296  deg : 2.809943
x : 7.998939  y : 0.005857  deg : 19.517423
x : 7.999056  y : 0.005482  deg : 18.521475
x : 7.999989  y : 0.000316  deg : 2.813869
x : 7.972426  y : 0.027075  deg : -0.726283
x : 7.999979  y : 0.000820  deg : 1.495212
x : 7.999293  y : 0.004437  deg : 17.050275
x : 7.999231  y : 0.004835  deg : 17.032150
x : 7.999992  y : 0.000211  deg : 2.792790
x : 7.998953  y : 0.005631  deg : 20.031743
x : 7.999423  y : 0.004227  deg : 14.529577
x : 7.999038  y : 0.005744  deg : 18.004186
x : 7.999066  y : 0.005577  deg : 18.011410
x : 7.999027  y : 0.005813  deg : 18.001188
x : 7.998957  y : 0.005608  deg : 20.032639
x : 7.975247  y : 0.028413  deg : -0.937766
x : 7.974056  y : 0.028754  deg : -0.940168
x : 7.999287  y : 0.004758  deg : 16.023203
x : 7.973874  y : 0.027259  deg : -0.965780
x : 7.999976  y : 0.001139  deg : 0.723628
x : 7.999526  y : 0.005229  deg : -0.817108
x : 7.999282  y : 0.004649  deg : 16.534713
x : 7.999989  y : 0.000000  deg : -1.249998
x : 7.973824  y : 0.027547  deg : -0.961458
x : 7.974921  y : 0.028289  deg : -0.942204
x : 7.998895  y : 0.005662  deg : 21.040381
x : 7.998947  y : 0.005967  deg : 19.007166
x : 7.998985  y : 0.005904  deg : 18.503654
x : 7.974808  y : 0.027450  deg : -0.957057
x : 7.999969  y : 0.001548  deg : 0.154816
x : 7.999201  y : 0.005029  deg : 17.023305
x : 7.974611  y : 0.028145  deg : -0.946742
x : 7.999973  y : 0.001322  deg : 0.405518
x : 7.999991  y : 0.000264  deg : 2.803511
x : 7.999962  y : 0.001755  deg : -0.274045
x : 7.999104  y : 0.005497  deg : 17.508583
x : 7.999370  y : 0.004325  deg : 15.537901
x : 7.998943  y : 0.005689  deg : 20.029475
x : 7.999354  y : 0.004743  deg : 14.502276
x : 7.974745  y : 0.027757  deg : -0.952366
x : 7.999989  y : 0.000299  deg : 2.810537
x : 7.999969  y : 0.001550  deg : 0.155426
x : 7.999988  y : 0.000427  deg : 2.112725
x : 7.999281  y : 0.004650  deg : 16.534661
x : 7.974230  y : 0.028810  deg : -0.938055
x : 7.999974  y : 0.001071  deg : 1.120821
x : 7.999265  y : 0.004757  deg : 16.529654
x : 7.998989  y : 0.005882  deg : 18.504585
x : 7.974332  y : 0.027965  deg : -0.951558
x : 7.998945  y : 0.005825  deg : 19.518729
x : 7.999029  y : 0.005804  deg : 18.001583
x : 7.999988  y : 0.000343  deg : 2.819158
x : 7.999973  y : 0.001226  deg : 0.752429
x : 7.999323  y : 0.004655  deg : 15.521540
x : 7.999243  y : 0.004623  deg : 17.547388
x : 7.998920  y : 0.005811  deg : 20.024697
x : 7.999981  y : 0.000853  deg : 1.054016
x : 7.999975  y : 0.001273  deg : 0.388002
x : 7.974822  y : 0.028156  deg : -0.945150
x : 7.999970  y : 0.001435  deg : 0.445118
x : 7.975344  y : 0.027817  deg : -0.947342
x : 7.999418  y : 0.004415  deg : 14.012011
x : 7.974966  y : 0.027996  deg : -0.946883
x : 7.999975  y : 0.001331  deg : 0.074642
x : 7.999163  y : 0.005124  deg : 17.525172
x : 7.999968  y : 0.001588  deg : -0.108197
x : 7.999118  y : 0.005253  deg : 18.025413
x : 7.999083  y : 0.005320  deg : 18.528286
x : 7.999323  y : 0.004811  deg : 15.006472
x : 7.999062  y : 0.005301  deg : 19.034552
x : 7.999641  y : 0.004832  deg : -0.753381
x : 7.973283  y : 0.027631  deg : -0.963194
x : 7.999976  y : 0.000898  deg : 1.516581
x : 7.999372  y : 0.004311  deg : 15.538611
x : 7.999978  y : 0.000839  deg : 1.500484
x : 7.999142  y : 0.005255  deg : 17.519353
x : 7.999971  y : 0.001515  deg : -0.134758
x : 7.974680  y : 0.027589  deg : -0.955572
x : 7.975630  y : 0.028221  deg : -0.938313
x : 7.999370  y : 0.004063  deg : 16.562142
x : 7.999980  y : 0.000786  deg : 1.485728
x : 7.999996  y : 0.000099  deg : 3.733728
x : 7.975365  y : 0.028035  deg : -0.943463
x : 7.999093  y : 0.005406  deg : 18.018809
x : 7.999417  y : 0.004265  deg : 14.527553
x : 7.999449  y : 0.004169  deg : 14.025483
x : 7.999065  y : 0.005583  deg : 18.011178
x : 7.998991  y : 0.005709  deg : 19.267767
x : 7.999021  y : 0.005538  deg : 19.024822
x : 7.999955  y : 0.001992  deg : -0.197076
x : 7.999220  y : 0.004771  deg : 17.540822
x : 7.975889  y : 0.028414  deg : -0.932974
x : 7.999330  y : 0.004463  deg : 16.037430
x : 7.975855  y : 0.028453  deg : -0.932533
x : 7.999969  y : 0.001479  deg : 0.459929
x : 7.976040  y : 0.028985  deg : -0.921498
x : 7.999994  y : 0.000160  deg : 3.279039
x : 7.999974  y : 0.001291  deg : 0.394262
x : 7.999586  y : 0.004808  deg : -0.830376
x : 7.999382  y : 0.004380  deg : 15.028562
x : 7.999982  y : 0.000625  deg : 1.912177
x : 7.974372  y : 0.026975  deg : -0.967460
x : 7.999993  y : 0.000192  deg : 2.788953
x : 7.974435  y : 0.027614  deg : -0.956697
x : 7.975668  y : 0.029174  deg : -0.921085
x : 7.999973  y : 0.001407  deg : 0.103253
x : 7.999154  y : 0.005181  deg : 17.522614
x : 7.974439  y : 0.026906  deg : -0.968187
x : 7.999966  y : 0.001642  deg : 0.187544
x : 7.999571  y : 0.004973  deg : -0.816594
x : 7.999968  y : 0.001494  deg : 0.464926
x : 7.999972  y : 0.001441  deg : 0.116114
x : 7.999976  y : 0.000897  deg : 1.516059
x : 7.974406  y : 0.026709  deg : -0.971523
x : 7.975876  y : 0.028429  deg : -0.932804
x : 7.999989  y : 0.000306  deg : 2.811928
x : 7.999198  y : 0.004904  deg : 17.534910
x : 7.999991  y : 0.000238  deg : 2.798349
x : 7.999963  y : 0.001738  deg : 0.220217
x : 7.975032  y : 0.027923  deg : -0.947671
x : 7.999130  y : 0.005336  deg : 17.515759
x : 7.999265  y : 0.004910  deg : 16.015892
x : 7.999987  y : 0.000518  deg : 1.659790
x : 7.974262  y : 0.027561  deg : -0.958632
x : 7.975588  y : 0.027784  deg : -0.946206
x : 7.999269  y : 0.004734  deg : 16.530738
x : 7.999003  y : 0.005963  deg : 17.994718
x : 7.999973  y : 0.001414  deg : 0.105889
x : 7.976028  y : 0.028999  deg : -0.921342
x : 7.974683  y : 0.028555  deg : -0.939302
x : 7.999967  y : 0.001595  deg : 0.171143
x : 7.999269  y : 0.004461  deg : 17.554555
x : 7.999259  y : 0.004656  deg : 17.040316
x : 7.999986  y : 0.000429  deg : 2.347889
x : 7.999112  y : 0.005295  deg : 18.023632
x : 7.999972  y : 0.001380  deg : 0.426036
x : 7.999353  y : 0.004446  deg : 15.531914
x : 7.999349  y : 0.004332  deg : 16.043732
x : 7.999986  y : 0.000437  deg : 2.349685
x : 7.999995  y : 0.000137  deg : 3.274868
x : 7.975463  y : 0.027925  deg : -0.944667
x : 7.999477  y : 0.003952  deg : 14.037293
x : 7.998970  y : 0.005680  deg : 19.524538
x : 7.999124  y : 0.005081  deg : 18.538376
x : 7.999150  y : 0.005359  deg : 17.008242
x : 7.999158  y : 0.005156  deg : 17.523752
x : 7.999396  y : 0.004431  deg : 14.768793
x : 7.974622  y : 0.027179  deg : -0.962674
x : 7.974228  y : 0.028319  deg : -0.946324
x : 7.999374  y : 0.004442  deg : 15.025360
x : 7.974720  y : 0.028268  deg : -0.943931
x : 7.999946  y : 0.000001  deg : -1.249992
x : 7.999972  y : 0.001428  deg : 0.111231
x : 7.999997  y : 0.000073  deg : 3.263267
x : 7.975410  y : 0.027505  deg : -0.952210
x : 7.999979  y : 0.000799  deg : 1.489515
x : 7.998989  y : 0.005576  deg : 19.528708
x : 7.999150  y : 0.005058  deg : 18.033841
x : 7.999102  y : 0.005510  deg : 17.508023
x : 7.975300  y : 0.027867  deg : -0.946805
x : 7.974490  y : 0.028035  deg : -0.949377
x : 7.974844  y : 0.028870  deg : -0.932739
x : 7.999973  y : 0.001244  deg : 0.758568
x : 7.999977  y : 0.000777  deg : 1.949482
x : 7.999379  y : 0.004402  deg : 15.027441
x : 7.999977  y : 0.001081  deg : 0.704238
x : 7.999991  y : 0.000243  deg : 2.799269
x : 7.976274  y : 0.028456  deg : -0.679193
x : 7.998985  y : 0.005456  deg : 20.038579
x : 7.999398  y : 0.004409  deg : 14.519950
x : 7.998994  y : 0.005405  deg : 20.040600
x : 7.974610  y : 0.027664  deg : -0.954772
x : 7.974703  y : 0.027803  deg : -0.951867
x : 7.976824  y : 0.028792  deg : -0.918412
x : 7.974913  y : 0.027813  deg : -0.950319
x : 7.999972  y : 0.001466  deg : -0.153144
x : 7.974864  y : 0.029352  deg : -0.924159
x : 7.999046  y : 0.005696  deg : 18.256280
x : 7.973818  y : 0.026851  deg : -0.972559
x : 7.975236  y : 0.027938  deg : -0.946025
x : 7.999972  y : 0.001376  deg : 0.424525
x : 7.999285  y : 0.004359  deg : 17.559044
x : 7.975223  y : 0.027712  deg : -0.949962
x : 7.973688  y : 0.027451  deg : -0.963771
x : 7.975204  y : 0.028960  deg : -0.928523
x : 7.972906  y : 0.025486  deg : -0.997718
x : 7.999998  y : 0.000057  deg : 3.260314
x : 7.999987  y : 0.000409  deg : 2.343432
x : 7.999966  y : 0.001635  deg : -0.314837
x : 7.999983  y : 0.000535  deg : 2.371246
x : 7.999968  y : 0.001582  deg : 0.166528
x : 7.998966  y : 0.005859  deg : 19.011598
x : 7.974626  y : 0.028372  deg : -0.942803
x : 7.974043  y : 0.027555  deg : -0.960045
x : 7.999035  y : 0.005605  deg : 18.766286
x : 7.999992  y : 0.000230  deg : 2.796726
x : 7.999980  y : 0.000780  deg : 1.484168
x : 7.999275  y : 0.004695  deg : 16.532585
x : 7.999065  y : 0.005430  deg : 18.523649
x : 7.998938  y : 0.005715  deg : 20.028459
x : 7.973098  y : 0.026650  deg : -0.979433
x : 7.999980  y : 0.000762  deg : 1.479201
x : 7.974966  y : 0.027280  deg : -0.958878
x : 7.999253  y : 0.004837  deg : 16.525924
x : 7.974814  y : 0.027682  deg : -0.953171
x : 7.974548  y : 0.027493  deg : -0.957981
x : 7.999101  y : 0.005359  deg : 18.020828
x : 7.999977  y : 0.001074  deg : 0.701735
x : 7.999142  y : 0.005256  deg : 17.519278
x : 7.999083  y : 0.005471  deg : 18.015992
x : 7.999983  y : 0.000664  deg : 1.451615
x : 7.999972  y : 0.001450  deg : 0.119292
x : 7.999280  y : 0.004661  deg : 16.534187
x : 7.974278  y : 0.026841  deg : -0.970146
x : 7.998852  y : 0.005749  deg : 21.541772
x : 7.974038  y : 0.028039  deg : -0.952176
x : 7.999362  y : 0.004242  deg : 16.048074
x : 7.974814  y : 0.028164  deg : -0.945063
x : 7.975437  y : 0.028442  deg : -0.935873
x : 7.975423  y : 0.027970  deg : -0.944169
x : 7.999327  y : 0.004484  deg : 16.036444
x : 7.999971  y : 0.001415  deg : 0.438047
x : 7.999233  y : 0.005130  deg : 16.005218
x : 7.999982  y : 0.000703  deg : 1.462848
x : 7.999408  y : 0.004334  deg : 14.523913
x : 7.999148  y : 0.005075  deg : 18.033136
x : 7.999970  y : 0.001544  deg : 0.125713
x : 7.999965  y : 0.001611  deg : 0.504124
x : 7.999354  y : 0.004584  deg : 15.018087
x : 7.999975  y : 0.001168  deg : 0.733481
x : 7.999160  y : 0.005295  deg : 17.011202
x : 7.998917  y : 0.005829  deg : 20.023983
x : -nan  y : -nan  deg : -nan
x : 7.975080  y : 0.028112  deg : -0.944129
x : 7.999436  y : 0.004273  deg : 14.019780
x : 7.999029  y : 0.005494  deg : 19.026609
x : 7.999178  y : 0.005030  deg : 17.529338
x : 7.999141  y : 0.005418  deg : 17.005577
x : 7.999988  y : 0.000362  deg : 2.333026
x : 7.999118  y : 0.005113  deg : 18.537009
x : 7.999983  y : 0.000602  deg : 1.906647
x : 7.998890  y : 0.005833  deg : 20.529033
x : 7.999995  y : 0.000135  deg : 3.274561
x : 7.999981  y : 0.000655  deg : 1.919538
x : 7.999969  y : 0.001541  deg : 0.152100
x : 7.999977  y : 0.000976  deg : 1.092124
x : 7.999978  y : 0.000743  deg : 1.941156
x : 7.974645  y : 0.027866  deg : -0.951197
x : 7.999038  y : 0.005587  deg : 18.517036
x : 7.999977  y : 0.001106  deg : 0.712746
x : 7.998981  y : 0.005620  deg : 19.526949
x : 7.998966  y : 0.005858  deg : 19.011657
x : 7.999466  y : 0.004035  deg : 14.032803
x : 7.999233  y : 0.004974  deg : 16.519479
x : 7.975351  y : 0.027809  deg : -0.947427
x : 7.999979  y : 0.000906  deg : 1.070369
x : 7.999981  y : 0.000664  deg : 1.921747
x : 7.998906  y : 0.005744  deg : 20.532420
x : 7.999984  y : 0.000483  deg : 2.359736
x : 7.999372  y : 0.004311  deg : 15.538619
x : 7.999141  y : 0.005266  deg : 17.518851
x : 7.999211  y : 0.005119  deg : 16.762696
x : 7.975145  y : 0.027559  deg : -0.953066
x : 7.999318  y : 0.004279  deg : 17.057457
x : 7.999147  y : 0.005225  deg : 17.520676
x : 7.999972  y : 0.001454  deg : 0.370629
x : 7.973471  y : 0.026970  deg : -0.972560
x : 7.999002  y : 0.005804  deg : 18.507878
x : 7.974984  y : 0.028464  deg : -0.938758
x : 7.974521  y : 0.027522  deg : -0.957677
x : 7.999984  y : 0.000559  deg : 1.895789
x : 7.975229  y : 0.027946  deg : -0.945943
x : 7.998909  y : 0.005874  deg : 20.022257
x : 7.999973  y : 0.001116  deg : 1.134262
x : 7.999063  y : 0.005595  deg : 18.010636
x : 7.974981  y : 0.028715  deg : -0.934447
x : 7.999362  y : 0.004383  deg : 15.535067
x : 7.999972  y : 0.001264  deg : 0.764851
x : 7.999995  y : 0.000122  deg : 3.729900
x : 7.975434  y : 0.028201  deg : -0.940104
x : 7.999299  y : 0.004534  deg : 16.540092
x : 7.999994  y : 0.000157  deg : 3.278396
x : 7.999354  y : 0.004439  deg : 15.532270
x : 7.975267  y : 0.027903  deg : -0.946409
x : 7.999979  y : 0.000925  deg : 1.076451
x : 7.999014  y : 0.005433  deg : 19.534454
x : 7.999307  y : 0.004773  deg : 15.515663
x : 7.999302  y : 0.004516  deg : 16.540951
x : 7.977033  y : 0.029819  deg : -0.896931
x : 7.975746  y : 0.029081  deg : -0.922137
x : 7.999410  y : 0.004178  deg : 15.038881
x : 7.974705  y : 0.028530  deg : -0.939571
x : 7.999272  y : 0.005018  deg : 15.503449
x : 7.998862  y : 0.006132  deg : 20.012133
x : 7.974257  y : 0.028288  deg : -0.946661
x : 7.973925  y : 0.027441  deg : -0.962570
x : 7.999974  y : 0.001094  deg : 1.127826
x : 7.975011  y : 0.027946  deg : -0.947427
x : 7.999164  y : 0.005271  deg : 17.012278
x : 7.973985  y : 0.028096  deg : -0.951571
x : 7.998969  y : 0.005690  deg : 19.524136
x : 7.998929  y : 0.005487  deg : 21.046882
x : 7.975164  y : 0.028018  deg : -0.945156
x : 7.999977  y : 0.001081  deg : 0.703956
x : 7.999091  y : 0.005131  deg : 19.041518
x : 7.973946  y : 0.028380  deg : -0.947113
x : 7.998958  y : 0.005906  deg : 19.009667
x : 7.975302  y : 0.028351  deg : -0.938455
x : 7.999984  y : 0.000481  deg : 2.359343
x : 7.999307  y : 0.004622  deg : 16.029788
x : 7.974886  y : 0.028574  deg : -0.937557
x : 7.974952  y : 0.027061  deg : -0.962584
x : 7.999340  y : 0.004534  deg : 15.527556
x : 7.999197  y : 0.004772  deg : 18.046188
x : 7.999384  y : 0.004514  deg : 14.514378
x : 7.999086  y : 0.005609  deg : 17.503635
x : 7.974091  y : 0.028715  deg : -0.940585
x : 7.999951  y : 0.002088  deg : -0.167186
x : 7.999987  y : 0.000355  deg : 2.821530
x : 7.999963  y : 0.001755  deg : -0.049846
x : 7.999028  y : 0.005500  deg : 19.026388
x : 7.999346  y : 0.004491  deg : 15.529672
x : 7.999415  y : 0.004283  deg : 14.526615
x : 7.999986  y : 0.000476  deg : 2.125026
x : 7.999064  y : 0.005154  deg : 19.545599
x : 7.974254  y : 0.028536  deg : -0.942514
x : 7.976522  y : 0.029680  deg : -0.904427
x : 7.999283  y : 0.004643  deg : 16.535021
x : 7.999968  y : 0.001591  deg : 0.169901
x : 7.974223  y : 0.028325  deg : -0.946261
x : 7.999236  y : 0.004806  deg : 17.033480
x : 7.974679  y : 0.029057  deg : -0.930681
x : 7.974764  y : 0.027977  deg : -0.948554
x : 7.999979  y : 0.000708  deg : 1.932698
x : 7.999975  y : 0.001180  deg : 0.737457
x : 7.999213  y : 0.005107  deg : 16.513268
x : 7.999413  y : 0.004299  deg : 14.525747
x : 7.999268  y : 0.004738  deg : 16.530570
x : 7.999982  y : 0.000562  deg : 2.377292
x : 7.999976  y : 0.001005  deg : 1.101020
x : 7.974230  y : 0.028317  deg : -0.946345
x : 7.999985  y : 0.000451  deg : 2.352672
x : 7.999428  y : 0.004338  deg : 14.016246
x : 7.999986  y : 0.000392  deg : 2.828934
x : 7.999036  y : 0.005308  deg : 19.539447
x : 7.999181  y : 0.005316  deg : 16.503430
x : 7.972943  y : 0.026571  deg : -0.981383
x : 7.999984  y : 0.000569  deg : 1.898361
x : 7.999974  y : 0.001305  deg : 0.399466
x : 7.973586  y : 0.027320  deg : -0.966425
x : 7.975306  y : 0.028346  deg : -0.938510
x : 7.999310  y : 0.004599  deg : 16.030877
x : 7.998997  y : 0.005830  deg : 18.506788
x : 7.998948  y : 0.005806  deg : 19.519499
x : 7.999984  y : 0.000488  deg : 2.360938
x : 7.975673  y : 0.028916  deg : -0.925699
x : 7.999463  y : 0.004842  deg : -0.926704
x : 7.999172  y : 0.005066  deg : 17.527747
x : 7.974855  y : 0.028119  deg : -0.945547
x : 7.975532  y : 0.028333  deg : -0.937075
x : 7.999989  y : 0.000409  deg : 2.108004
x : 7.998954  y : 0.005926  deg : 19.008842
x : 7.999005  y : 0.005947  deg : 17.995381
x : 7.999289  y : 0.004602  deg : 16.536942
x : 7.998967  y : 0.005553  deg : 20.034806
x : 7.974579  y : 0.029171  deg : -0.929429
x : 7.999982  y : 0.000630  deg : 1.913494
x : 7.999151  y : 0.005203  deg : 17.521675
x : 7.999155  y : 0.005330  deg : 17.259565
x : 7.999969  y : 0.001531  deg : 0.148463
x : 7.974504  y : 0.028754  deg : -0.937133
x : 7.999309  y : 0.004756  deg : 15.516527
x : 7.975635  y : 0.029727  deg : -0.911292
x : 7.999981  y : 0.000733  deg : 1.471140
x : 7.999981  y : 0.000647  deg : 1.917547
x : 7.999987  y : 0.000404  deg : 2.342224
x : 7.999956  y : 0.001960  deg : -0.207003
x : 7.999984  y : 0.000558  deg : 1.895598
x : 7.999302  y : 0.004657  deg : 16.028089
x : 7.999978  y : 0.000756  deg : 1.944306
x : 7.999212  y : 0.004818  deg : 17.538709
x : 7.975301  y : 0.028352  deg : -0.938441
x : 7.999984  y : 0.000500  deg : 2.363674
x : 7.975116  y : 0.027591  deg : -0.952718
x : 7.974403  y : 0.028372  deg : -0.944286
x : 7.999347  y : 0.004490  deg : 15.529726
x : 7.976678  y : 0.028720  deg : -0.921032
x : 7.999980  y : 0.001079  deg : 0.565604
x : 7.973715  y : 0.028141  deg : -0.952486
x : 7.999981  y : 0.000751  deg : 1.476008
x : 7.999986  y : 0.000380  deg : 2.826430
x : 7.999082  y : 0.005479  deg : 18.015678
x : 7.999976  y : 0.001240  deg : 0.376123
x : 7.975726  y : 0.028111  deg : -0.939533
x : 7.999972  y : 0.001355  deg : 0.417096
x : 7.999964  y : 0.001707  deg : 0.210019
x : 7.998958  y : 0.005605  deg : 20.032783
x : 7.975159  y : 0.028760  deg : -0.932351
x : 7.999450  y : 0.003889  deg : 15.053644
x : 7.999971  y : 0.001486  deg : 0.132367
x : 7.999028  y : 0.005651  deg : 18.764346
x : 7.999977  y : 0.001105  deg : 0.712281
x : 7.999116  y : 0.005271  deg : 18.024639
x : 7.999062  y : 0.005300  deg : 19.034594
x : 7.999988  y : 0.000375  deg : 2.335829
x : 7.999291  y : 0.004587  deg : 16.537648
x : 7.974347  y : 0.027948  deg : -0.951735
x : 7.999991  y : 0.000261  deg : 2.802923
x : 7.999331  y : 0.004601  deg : 15.524233
x : 7.998980  y : 0.005627  deg : 19.526675
x : 7.974609  y : 0.028147  deg : -0.946723
x : 7.999443  y : 0.004070  deg : 14.537873
x : 7.999136  y : 0.005295  deg : 17.517585
x : 7.999990  y : 0.000265  deg : 2.803670
x : 7.974954  y : 0.027059  deg : -0.962601
x : 7.999243  y : 0.005059  deg : 16.258663
x : 7.999350  y : 0.004468  deg : 15.530804
x : 7.999421  y : 0.004100  deg : 15.042864
x : 7.999373  y : 0.004447  deg : 15.025128
x : 7.999242  y : 0.004764  deg : 17.035392
x : 7.999466  y : 0.004036  deg : 14.032704
x : 7.999965  y : 0.001686  deg : -0.073509
x : 7.975012  y : 0.029181  deg : -0.926062
x : 7.999964  y : 0.001727  deg : -0.059374
x : 7.974070  y : 0.028491  deg : -0.944480
x : 7.976213  y : 0.029030  deg : -0.919244
x : 7.973903  y : 0.026765  deg : -0.973448
x : 7.999976  y : 0.001028  deg : 1.108020
